"ID|""Title""|""Owning_Organization""|""Business_Process_Owner""|""Modified""|""Modified_By""|""Function""|""Site""|""Vendor_contact""|""Data_subject_type""|""Business_Process""|""SCOPE_Number""|""Life_Cycle_Status""|""Retired_Date""|""Description""|""Repository_Type""|""Subtype""|""Vendor_involved""|""SAP_Vendor_Number""|""SAP_Vendor_Name""|""Vendor_qualification""|""Country_collected""|""num_of_Data_Stakeholders_from_US""|""Adverse_Event_Information""|""Biometric_Data""|""Consumer_account_username_and_password""|""Credit_Card_Numbers""|""Criminal_or_judicial_records""|""Data_about_children_under_13""|""Data_about_teens_13_15_years_old""|""Data_about_teens_16_18_years_old""|""Digital_signature_data""|""Electronic_identification_data""|""Family_composition""|""Financial_account_number""|""Genetic_data""|""Government_ID""|""Identification_data""|""Image_sound_recordings""|""Other_health_or_medical_data""|""Personal_characteristics""|""Political_opinions""|""Precise_geolocation_data""|""Profession""|""PHI_as_defined_by_HIPAA""|""Racial_or_ethnic_origin""|""Religious_or_philosophical_beliefs""|""Sex_life""|""Trade_union_membership""|""Data_From_Children""|""ADM""|""RoPA_linked_to_IT_Asset""|""Unregistered_application_info""|""Inventory_Status""|""Inventory_Criteria""|""Inventory_Evidence""|""Lawfulness_Basis_Status""|""Lawfulness_Basis_Criteria""|""Lawfulness_Basis_Evidence""|""Notice_Status""|""Notice_Criteria""|""Notice_Evidence""|""Minimization_Status""|""Minimization_Criteria""|""Minimization_Evidence""|""Data_retention_Status""|""Data_Retention_Criteria""|""Data_Retention_Evidence""|""Reasonable_InfoSec_Status""|""Reasonable_InfoSec_Criteria""|""Reasonable_InfoSec_Evidence""|""Data_Subject_Rights_Status""|""Data_Subject_Rights_Criteria""|""Data_Subject_Rights_Evidence""|""Vendors_Status""|""Vendors_Criteria""|""Vendors_Evidence""|""custom_field_1""|""custom_field_2""|""custom_field_3""|""custom_field_4""|""custom_field_5""|""custom_field_6""|""custom_field_7""|""custom_field_8""|""custom_field_9""|""custom_field_10""|""Last_review_date""|""Last_reviewed_reviewer""|""XLS_Template_ID""|""Remediation_GUV_Number""|""California_relevancy""|""Item_Type""|""Path""|""Created""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"723|""Smart Roll Holders - Consumer recruit""|""Family Care""|""Tyhurst"," Corey""|""2019-09-24 15:35:30""|""Hayden"," Barbara""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""accounts.receivable@numerator.com""|""Consumer""|""Consumer and Shopper Research""|""C021""|""Leverage/Optimize""|""""|""""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""1""|""15339821.0""|""Numerator""|""Data Controller""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LantzAndrew-2019-0830Family Care003""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-03 11:19:55""",,,,,,,,,,,,,,,,,,,,,,,,
"724|""Smart Roll Holders - Consumer recruit/cust. Service""|""Family Care""|""Tyhurst"," Corey""|""2019-09-24 15:35:30""|""Hayden"," Barbara""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Mary Lair mlair@focuspointeglobal.com""|""Consumer""|""Consumer and Shopper Research""|""C021""|""Leverage/Optimize""|""""|""""|""Digital""|""Application""|""0""|""15096701.0""|""Focus point global (sub-contracted by IPSOS)""|""Data Controller""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LantzAndrew-2019-0830Family Care004""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-03 11:19:56""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"725|""Smart Roll Holder - data cleaning""|""Family Care""|""Miller"," Bradley""|""2019-10-11 16:15:03""|""Lantz"," Andrew""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""spapreaward@illinois.edu""|""Consumer""|""Consumer and Shopper Research""|""C021""|""Design/Build""|""""|""Future supplier not up and running yet - scrub raw telemtry data - may also be used to scrub demo data sets""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""1""|""15344017.0""|""University of Illinois""|""Data Processor""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Work in Progress""|""""|""""|""In line with SCOPE""|""consumers submit photos of receipts for category purchases; reported purchase behavior""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LantzAndrew-2019-0830Family Care005""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-03 11:20:26""",,,,,,,,,,,,,,,,,,,,,,,,
"726|""Smart Roll holder - app""|""Family Care""|""Tyhurst"," Corey""|""2019-09-30 16:55:59""|""Lantz"," Andrew""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Eli Radi (eradi@romisys)""|""Consumer""|""Consumer and Shopper Research""|""C021""|""Design/Build""|""""|""This is being designed"," final wireframe still being worked""|""Digital""|""Application""|""1""|""15306507.0""|""Romisys""|""Data Processor""|""UNITED STATES""|""< 1","000""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""consumer scans bar code of paper products they buy and picture of receipt""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LantzAndrew-2019-0830Family Care006""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-03 11:20:34""",,,,,,,,,,,,,,,,,,,,,,,,,,
"727|""Charmin Forever Roll Customer Service - email and chat""|""Family Care""|""Kliemann"," Jeff""|""2019-09-26 16:51:25""|""Lantz"," Andrew""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Bill Doody bdoody@zendesk.com""|""Consumer""|""""|""C015""|""Leverage/Optimize""|""""|""""|""Digital""|""Application""|""1""|""15270130.0""|""ZenDesk""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Work in Progress""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LantzAndrew-2019-0830Family Care007""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-03 11:20:49""",,,,,,,,,,,,,,,,,,,,,,,,,
"728|""Charmin Forever Roll Customer Service""|""Family Care""|""Kliemann"," Jeff""|""2019-09-27 14:54:08""|""Lantz"," Andrew""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Diana Floyd dfloyd@altaresources.com""|""Consumer""|""""|""C015""|""Leverage/Optimize""|""""|""""|""Digital""|""Application""|""1""|""15184912.0""|""Alta""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""1""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LantzAndrew-2019-0830Family Care008""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-03 11:24:09""",,,,,,,,,,,,,,,,,,,,,,,,,
"729|""Charmin forever roll DTC fulfillment""|""Family Care""|""Kliemann"," Jeff""|""2019-09-30 13:02:07""|""Lantz"," Andrew""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""jgeniesse@rgllogistics.com""|""Consumer""|""eCommerce""|""C028""|""Leverage/Optimize""|""""|""""|""Digital""|""Application""|""1""|""15041671.0""|""RGL Logistics""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LantzAndrew-2019-0830Family Care009""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-03 11:24:12""",,,,,,,,,,,,,,,,,,,,,,,,,
"730|""Charmin forever roll DTC payment""|""Family Care""|""Kliemann"," Jeff""|""2019-09-29 14:41:06""|""Hays"," Jennifer""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Josh Thorpe josh.thorpe@getbraintree.com""|""Consumer""|""eCommerce""|""C028""|""Leverage/Optimize""|""""|""collect consumer payments if they select Paypal""|""Digital""|""Website""|""1""|""15341419.0""|""Paypal""|""Data Controller""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LantzAndrew-2019-0830Family Care010""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-03 11:24:13""",,,,,,,,,,,,,,,,,,,,,,,,,
"731|""Charmin forever roll DTC platform""|""Family Care""|""Kliemann"," Jeff""|""2019-10-11 15:53:19""|""Kliemann"," Jeff""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""shane.rivette@bigcommerce.com""|""Consumer""|""eCommerce""|""C028""|""Leverage/Optimize""|""""|""leveraging BigCommerce platform"," BC captures consumer info on the site including Credit CArd Data""|""Digital""|""Application""|""1""|""15325115.0""|""Big Commerce""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LantzAndrew-2019-0830Family Care011""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-03 11:24:14""",,,,,,,,,,,,,,,,,,,,,,,,
"732|""charmin forever roll DTC cohort analysis and CPA analysis""|""Family Care""|""Robb"," Joe""|""2019-09-26 16:25:54""|""Lantz"," Andrew""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Consumer""|""eCommerce""|""C028""|""Leverage/Optimize""|""""|""export BC data to analyze consumer buying groups and cost to acquire them""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""0""|""""|""""|""""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""currently no purge process""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LantzAndrew-2019-0830Family Care012""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-03 11:24:18""",,,,,,,,,,,,,,,,,,,,,,
"733|""Charmin forever roll email sign-up""|""Family Care""|""Robb"," Joe""|""2019-10-11 15:44:51""|""Robb"," Joe""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""tom@privy.com""|""Consumer""|""Data Aquisition/Enrichment/Hygiene/Scoring/Analysis (including POME)""|""C019""|""Leverage/Optimize""|""""|""Collect consumer sign-ups/opt-ins for""|""Digital""|""Application""|""1""|""15341381.0""|""Privy""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Work in Progress""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LantzAndrew-2019-0830Family Care013""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-03 11:25:54""",,,,,,,,,,,,,,,,,,,,,,,,,
"734|""Charmin forever roll seed audiences - Retention science - FB""|""Family Care""|""Robb"," Joe""|""2019-10-15 16:20:01""|""Lantz"," Andrew""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""ianw@fb.com""|""Consumer""|""Media Advertising Planning", Execution," Performance Reporting and Measurement""|""C029""|""Leverage/Optimize""|""""|""Leverage RS #-ed email addresses to create FB lookalike audiences""|""Digital""|""Application""|""1""|""15336292.0""|""Facebook""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LantzAndrew-2019-0830Family Care014""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-03 11:25:55""",,,,,,,,,,,,,,,,,,,,,,,
"735|""Charmin forever roll seed audiences - Retention science - Google""|""Family Care""|""Robb"," Joe""|""2019-10-11 15:42:24""|""Robb"," Joe""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""brieoreilly@google.com""|""Consumer""|""Media Advertising Planning", Execution," Performance Reporting and Measurement""|""C029""|""Leverage/Optimize""|""""|""Leverage RS #-ed email addresses to create Google lookalike audiences""|""Digital""|""Application""|""1""|""20517734.0""|""Google""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LantzAndrew-2019-0830Family Care015""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-03 11:25:55""",,,,,,,,,,,,,,,,,,,,,,,
"736|""Charmin sit or squat app consumer registration""|""Family Care""|""Virostek"," Laura""|""2019-09-30 13:20:13""|""Lantz"," Andrew""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Prateek.Tiwari@mindtree.com""|""Consumer""|""Data Aquisition/Enrichment/Hygiene/Scoring/Analysis (including POME)""|""C019""|""Leverage/Optimize""|""""|""""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""1""|""15184751.0""|""Mind Tree""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""Work in Progress""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""2019-09-23 00:00:00""|""Virostek"," Laura""|""LantzAndrew-2019-0830Family Care016""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-03 11:25:56""",,,,,,,,,,,,,,,,,,,,,
"737|""Charmin sit or squat opt out""|""Family Care""|""Virostek"," Laura""|""2019-09-26 12:34:40""|""Lantz"," Andrew""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""N/A""|""Consumer""|""CRM-based Outbound Communication to Consumers (email", SMS," postal)""|""C026""|""Decommissioned""|""""|""There is currently no Opt-out for the Charmin Sit or squat app""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""0""|""""|""""|""Data Processor""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""2019-09-23 00:00:00""|""Virostek"," Laura""|""LantzAndrew-2019-0830Family Care017""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-03 11:25:57""",,,,,,,,,,,,,,,,,,,,
"738|""Charmin sit or squat app consumer use""|""Family Care""|""Virostek"," Laura""|""2019-09-25 09:11:35""|""Lantz"," Andrew""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Prateek.Tiwari@mindtree.com""|""Consumer""|""Consumer Social Media Monitoring and Engagement""|""C022""|""Leverage/Optimize""|""""|""geo location used to display nearby restrooms""|""Digital""|""Application""|""1""|""15184751.0""|""Mind Tree""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""geo-location required to provide promised service of application""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""2019-09-23 00:00:00""|""Virostek"," Laura""|""LantzAndrew-2019-0830Family Care018""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-03 11:25:59""",,,,,,,,,,,,,,,,,,,,,,,,
"739|""Roll extender fulfillment""|""Family Care""|""Cole"," MaryLynn""|""2019-09-24 16:17:27""|""Lantz"," Andrew""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Mary Lynn Cole""|""Consumer""|""Fulfillment/Delivery Execution (samples", magazines," etc.)""|""C013""|""Leverage/Optimize""|""""|""extender shipped to consumer if requested - managed by GCR""|""Digital""|""Website""|""1""|""20577456.0""|""Aero""|""Data Controller""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LantzAndrew-2019-0830Family Care019""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-03 11:26:01""",,,,,,,,,,,,,,,,,,,,,,,
"740|""Charmin Forever Roll sales attribution - Pinterest""|""Family Care""|""Robb"," Joe""|""2019-10-11 16:29:26""|""Lantz"," Andrew""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""deeya@pinterest.com""|""Consumer""|""Consumer Social Media Monitoring and Engagement""|""C022""|""Leverage/Optimize""|""""|""supply hashed email addresses of purchasers onsite to social media vendor to enable matching for sales attribution""|""Digital""|""Application""|""1""|""0.0""|""Pinterest""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""# email addresses required to match consumers back for sales attribution.  legal has already approved this process separately.  working to confirm in light of CCPA""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LantzAndrew-2019-0830Family Care020""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-03 11:26:02""",,,,,,,,,,,,,,,,,,,,,,,,,
"741|""Charmin Forever Roll sales attribution - Twitter""|""Family Care""|""Robb"," Joe""|""2019-10-11 15:40:24""|""Robb"," Joe""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""shala@twitter.com""|""Consumer""|""Consumer Social Media Monitoring and Engagement""|""C022""|""Leverage/Optimize""|""""|""supply hashed email addresses of purchasers onsite to social media vendor to enable matching for sales attribution""|""Digital""|""Application""|""1""|""15268439.0""|""Twitter""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LantzAndrew-2019-0830Family Care021""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-03 11:26:03""",,,,,,,,,,,,,,,,,,,,,,,,,
"742|""Charmin Forever Roll sales attribution - Facebook""|""Family Care""|""Robb"," Joe""|""2019-10-11 15:39:22""|""Robb"," Joe""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""ianw@fb.com""|""Consumer""|""Consumer Social Media Monitoring and Engagement""|""C022""|""Leverage/Optimize""|""""|""supply hashed email addresses of purchasers onsite to social media vendor to enable matching for sales attribution""|""Digital""|""Application""|""1""|""15336292.0""|""Facebook""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LantzAndrew-2019-0830Family Care022""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-03 11:26:04""",,,,,,,,,,,,,,,,,,,,,,,,,
