"ID|""Title""|""Owning_Organization""|""Business_Process_Owner""|""Modified""|""Modified_By""|""Function""|""Site""|""Vendor_contact""|""Data_subject_type""|""Business_Process""|""SCOPE_Number""|""Life_Cycle_Status""|""Retired_Date""|""Description""|""Repository_Type""|""Subtype""|""Vendor_involved""|""SAP_Vendor_Number""|""SAP_Vendor_Name""|""Vendor_qualification""|""Country_collected""|""num_of_Data_Stakeholders_from_US""|""Adverse_Event_Information""|""Biometric_Data""|""Consumer_account_username_and_password""|""Credit_Card_Numbers""|""Criminal_or_judicial_records""|""Data_about_children_under_13""|""Data_about_teens_13_15_years_old""|""Data_about_teens_16_18_years_old""|""Digital_signature_data""|""Electronic_identification_data""|""Family_composition""|""Financial_account_number""|""Genetic_data""|""Government_ID""|""Identification_data""|""Image_sound_recordings""|""Other_health_or_medical_data""|""Personal_characteristics""|""Political_opinions""|""Precise_geolocation_data""|""Profession""|""PHI_as_defined_by_HIPAA""|""Racial_or_ethnic_origin""|""Religious_or_philosophical_beliefs""|""Sex_life""|""Trade_union_membership""|""Data_From_Children""|""ADM""|""RoPA_linked_to_IT_Asset""|""Unregistered_application_info""|""Inventory_Status""|""Inventory_Criteria""|""Inventory_Evidence""|""Lawfulness_Basis_Status""|""Lawfulness_Basis_Criteria""|""Lawfulness_Basis_Evidence""|""Notice_Status""|""Notice_Criteria""|""Notice_Evidence""|""Minimization_Status""|""Minimization_Criteria""|""Minimization_Evidence""|""Data_retention_Status""|""Data_Retention_Criteria""|""Data_Retention_Evidence""|""Reasonable_InfoSec_Status""|""Reasonable_InfoSec_Criteria""|""Reasonable_InfoSec_Evidence""|""Data_Subject_Rights_Status""|""Data_Subject_Rights_Criteria""|""Data_Subject_Rights_Evidence""|""Vendors_Status""|""Vendors_Criteria""|""Vendors_Evidence""|""custom_field_1""|""custom_field_2""|""custom_field_3""|""custom_field_4""|""custom_field_5""|""custom_field_6""|""custom_field_7""|""custom_field_8""|""custom_field_9""|""custom_field_10""|""Last_review_date""|""Last_reviewed_reviewer""|""XLS_Template_ID""|""Remediation_GUV_Number""|""California_relevancy""|""Item_Type""|""Path""|""Created""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"536|""Family Care - Take Your Child to Work Day - registration""|""Family Care""|""Depenbrock"," Sabrina""|""2019-09-20 16:04:39""|""Lutz"," Amanda""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Corp. Culture and Program Management""|""E480""|""Leverage/Optimize""|""""|""Registration for the event collects names", ages of children," special needs.""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""0""|""""|""""|""""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""lutz 2019-08-20 Category 0014""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-20 22:14:52""",,,,,,,,,,,,,,,,,,,,,,
"537|""Family Care - Take Your Child to Work Day - event photos""|""Family Care""|""Depenbrock"," Sabrina""|""2019-09-16 09:46:37""|""Hayden"," Barbara""|""*Intentionally left blank""|""WHBC - WINTON HILL BUS CENTER;#266""|""""|""Employee""|""Corp. Culture and Program Management""|""E480""|""Leverage/Optimize""|""""|""Photos are taken at the event""|""Digital""|""Photo/Video File""|""0""|""""|""""|""""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""lutz 2019-08-20 Category 0015""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-20 22:15:06""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"539|""Home Care - DiSC""|""Home Care""|""Bigelow"," Karisa""|""2019-09-19 10:11:58""|""Bigelow"," Karisa""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Todd Eppert <teppert@focalpointcoaching.com>""|""Employee""|""Learning & Development""|""E470""|""Leverage/Optimize""|""""|""P&G people share information with vendor Focal Point Coaching and complete the DiSC assessment online""|""Digital""|""Application""|""1""|""0""|""Focal Point Coaching""|""Data Controller""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""lutz 2019-08-20 Category 0017""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-20 22:16:12""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"540|""Cincinnati Dividend Day""|""HR - Employee Relations""|""Wegman"," Julie""|""2019-09-19 10:26:54""|""Wegman"," Julie""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""carrie.barrick@aerofulfillment.com""|""Employee""|""Benefits and Pension Administration""|""E430""|""Leverage/Optimize""|""""|""We pull Cincinnati-based employees & retirees family/dependent information to mail an invitation to Dividend Day.  No family information is transferred", only number of tickets.  Information is transferred in a file once/year via encrypted email to a third party printer - the only information provided is a mailing address for the generic invitation, plus name and employee number, email address, site," and few other pieces of information.  The employee then calls the number in the invitation or registers online to get tickets.  A third party customer service group handles calls for questions or for people seeking tickets for special cases/exception requests.""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""1""|""20515130""|""Aero Fulfillment Services""|""Data Processor""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""lutz 2019-08-20 ER-LR 0001""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-20 22:16:13""",,,,,,,,,,,,,,,,,,
"541|""U.S. Annual Holiday Gift Fulfillment""|""HR - Employee Relations""|""Wegman"," Julie""|""2019-09-19 10:32:05""|""Wegman"," Julie""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""carrie.barrick@aerofulfillment.com""|""Employee""|""Benefits and Pension Administration""|""E430""|""Leverage/Optimize""|""""|""We pull employee and retiree addresses and email a list once/year to a third party vendor for fulfillment/shipping of the gift; provides customer service for holiday boxes""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""1""|""20515130""|""Aero Fulfillment Services""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""lutz 2019-08-20 ER-LR 0002""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-20 22:16:15""",,,,,,,,,,,,,,,,,,,,,,
"542|""U.S. Annual Holiday Gift Shipping""|""HR - Employee Relations""|""Wegman"," Julie""|""2019-09-19 10:34:13""|""Wegman"," Julie""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""jrbrunner@fedex.com""|""Employee""|""Benefits and Pension Administration""|""E240""|""Leverage/Optimize""|""""|""Shipping for holiday boxes""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""1""|""0""|""Fedex""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""lutz 2019-08-20 ER-LR 0003""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-20 22:16:16""",,,,,,,,,,,,,,,,,,,,,,
"543|""Higher Ed. Tuition reimbursement""|""HR - Employee Relations""|""Wegman"," Julie""|""2019-09-19 10:35:09""|""Wegman"," Julie""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""loriann.fill@edassist.com""|""Employee""|""Benefits and Pension Administration""|""E005""|""Leverage/Optimize""|""""|""We provide weekly enrollment data to EdAssist so they can confirm employment for this benefit.  EdAssist manages all aspects of the education management process.""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""1""|""15321233""|""EdAssist""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""lutz 2019-08-20 ER-LR 0004""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-20 22:16:36""",,,,,,,,,,,,,,,,,,,,,,
"544|""Artswave Cincinnati""|""HR - Employee Relations""|""Peelman"," Julie""|""2019-09-25 16:13:24""|""Peelman"," Julie""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Joel Staples <joel.staples@artswave.org>""|""Employee""|""Employee Relations""|""E510""|""Leverage/Optimize""|""""|""P&G pulls and shares a list of all Cincinnati-based employees with Artswave steering team  and internal coordinators.  Artswave also gets a final copy of the file to laod into their system.  We also provide data to them on retirees.  Artwave collects pledges and contributions directly on their own site.  After the campaign P&G receives a file with pledge data which is entered into the payroll system for those who elected payroll deductions.  File is retained by the P&G Admin.  The file sent to Artswave contains the following fields:  ee ID", name, BU, site, ethnic origin, HR status, email, cost center, payroll area, subfunction, work contract, ASD, most recent hire date, ee subgroup.  Retiree file contain retiree name, address, phone number," HR status and ee ID""|""Digital""|""Support Service""|""1""|""0""|""Artswave""|""Data Controller""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""lutz 2019-08-20 ER-LR 0005""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-20 22:16:54""",,,,,,,,,,
"545|""UnitedWay (Cincinnati)""|""HR - Talent""|""Tate"," Dondi""|""2019-09-25 15:16:54""|""Allen"," Alphonso""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Dan Zix and Sally Aiken""|""Employee""|""Corp. Culture and Program Management""|""E510""|""Leverage/Optimize""|""""|""P&G pulls and shares a list of all Cincinnati employees with United Way steering team and internal coordinators.  A list of non-Cincinnati P&G Site contacts is sent to Sally Aiken at UW - non-Cincinnati locations run their own campaign and work/exchange information with their local UW agnencies.  Cincinnati UW also gets a final copy of the file to load into their system.  We also provide data to them on greater-Cincinnati retirees (based in zip code list that they provide).  Cincinnati UW collects pledges and contributions directly on their own site.  After the campaign P&G receives a file with pledge data which is entered into the payroll system for payroll deductions.  File is retained by the P&G Admin.""|""Digital""|""Support Service""|""1""|""0""|""United Way""|""Data Controller""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""2019-08-22 00:00:00""|""""|""lutz 2019-08-20 ER-LR 0006""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-20 22:17:06""",,,,,,,,,,,,,,,,,,,,,,,,,,
"546|""Policy Forms - Rehire""|""HR - Talent""|""Hicks"," Terry""|""2019-09-16 09:46:38""|""Hayden"," Barbara""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Recruiting/Talent Supply""|""E010""|""Leverage/Optimize""|""""|""Line organization/hiring manager must complete form to obtain approval from Employee Relations to rehire a former employee", including the provision of PII from former employee including name, prior level, salary, and rating at time of departure," among other personal data.""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""0""|""""|""""|""""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""lutz 2019-08-20 ER-LR 0008""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-20 22:19:40""",,,,,,,,,,,,,,,,,,,,
"547|""Policy Forms - Business Relationship with Former Employees""|""HR - Employee Relations""|""Lennon"," Guy""|""2019-09-26 15:04:54""|""Lennon"," Guy""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Employee Data Management""|""E003""|""Leverage/Optimize""|""""|""Forms collect/process information about former employees such as name", level at termination, former BU and function, employee number, and exit date," as well as information about the new company the individual works for in order to establish the business case and compliance with policy for business relationship with a former employee""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""0""|""""|""""|""""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""lutz 2019-08-20 ER-LR 0009""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-20 22:19:42""",,,,,,,,,,,,,,,,,,,
"548|""Adoption & Surrogacy - approval form""|""HR - Employee Relations""|""Chow"," Stephanie""|""2019-09-23 09:45:53""|""Chow"," Stephanie""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Employee Relations""|""E440""|""Leverage/Optimize""|""""|""Employees fill out form to request use of the Adoption & Surrogacy Assistance Policy ""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""0""|""""|""""|""""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""lutz 2019-08-20 ER-LR 0010""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-20 22:19:42""",,,,,,,,,,,,,,,,,,,,,,,,,
"549|""BCP for Cincinnati GO (BCP sharepoint site or Mir 3)""|""HR - Employee Relations""|""Lennon"," Guy""|""2019-09-26 15:09:42""|""Lennon"," Guy""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""People and Asset Protection""|""E022""|""Leverage/Optimize""|""""|""Organizations load their Business Continuity Plans to a sharepoint site""|""Digital""|""Website""|""0""|""""|""""|""""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""lutz 2019-08-20 ER-LR 0011""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-20 22:19:42""",,,,,,,,,,,,,,,,,,,,,,,,,,
"550|""Child Development Center Cincinnati GO & WH""|""HR - Employee Relations""|""Chow"," Stephanie""|""2019-09-23 15:58:55""|""Chow"," Stephanie""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""ryoung@primrosewestchester.com""|""Employee""|""Employee Relations""|""E170""|""Leverage/Optimize""|""""|""Vendor collects and processes personal information directly from employees for enrollment and delivery of child daycare services""|""Other""|""Data files (xls", csv, pdf," accdb)""|""1""|""15323069""|""Primrose""|""Data Controller""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""lutz 2019-08-20 ER-LR 0014""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-20 22:22:01""",,,,,,,,,,,,,,,,,,,,,,,,,
"551|""EEOC Reporting / Affirmative Action Plans""|""HR - Labor Relations""|""Crank"," Paula""|""2019-09-19 11:06:48""|""Crank"," Paula""|""HR""|""*INTENTIONALLY LEFT BLANK;#269""|""DRainwater@easiconsultants.com ""|""Employee""|""Compliance""|""E026""|""Leverage/Optimize""|""""|""Data is used to complete Affirmative Action Plans and EEO-1 reporting for Federal contractors and VETS-100A reports that are needed on Veteran's employment"," this includes a comparison report on employee compensation. All of these reports/plans are federal requirements.""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""1""|""15137196""|""EMPLOYMENT ADVISORY SERVICES INC""|""To be clarified""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""lutz 2019-08-20 ER-LR 0015""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-20 22:22:24""",,,,,,,,,,,,,,,,,,,,,,,,
"552|""Talent Councils/Talent Reviews""|""HR - Talent""|""Dierig"," Kristie""|""2019-09-16 09:42:05""|""Hayden"," Barbara""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Staffing/Succession Planning""|""E015""|""Leverage/Optimize""|""""|""General Talent planning for existing employees""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""0""|""""|""""|""""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""Included within normal talent planning processes"," informed to our employees at time of collection (self-reported)""|""All"," required by US Laws to report on US Ethnicity.""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""2019-08-21 00:00:00""|""""|""lutz 2019-08-20 ER-LR 0016""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-20 22:22:25""",,,,,,,,,,,,,,,,,,,,,
"553|""Names list""|""HR - Talent""|""Walling"," Tammy""|""2019-09-16 09:46:39""|""Hayden"," Barbara""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Staffing/Succession Planning""|""E008""|""Leverage/Optimize""|""""|""Sharepoint site - lists employees (name", salary, band, function, country," etc.) that are leaving with packages that the company pays for in the reserve - finance accesses this to to ensure compliance with the rules of restructing reserve""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""0""|""""|""""|""""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""lutz 2019-08-20 ER-LR 0017""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-20 22:22:26""",,,,,,,,,,,,,,,,,,,,
"555|""Cigna (Dental Insurance)""|""GBS MY P&G SERVICES""|""Alagha"," Laurie""|""2019-09-16 09:36:28""|""Hayden"," Barbara""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Benefits and Pension Administration""|""E005""|""Leverage/Optimize""|""""|""Carrier for the US Dental insurance plan""|""Digital""|""Support Service""|""1""|""15291245""|""Cigna""|""Data Controller""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""1""|""1""|""1""|""0""|""0""|""1""|""0""|""0""|""1""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""lutz 2019-08-20 LaurieAlagha 0001""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-20 22:23:42""",,,,,,,,,,,,,,,,,,,,,,,,,
"556|""EyeMed (Vision Insurance)""|""GBS MY P&G SERVICES""|""Alagha"," Laurie""|""2019-09-16 09:36:29""|""Hayden"," Barbara""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Benefits and Pension Administration""|""E005""|""Leverage/Optimize""|""""|""EyeMed is the vision insurance provider for the US.  P&G sends eligibility data.  EyeMed holds claims data.""|""Digital""|""Application""|""1""|""15311551""|""EyeMed""|""Data Controller""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""1""|""1""|""1""|""0""|""0""|""1""|""0""|""0""|""1""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""lutz 2019-08-20 LaurieAlagha 0002""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-20 22:23:47""",,,,,,,,,,,,,,,,,,,,,,,,,
