"APP_ID"|"APP_HEX"|"APP_NAME"|"APP_NATURE"|"APP_LIFECYCLE"|"BP_ID"|"BP_HEX"|"BP_NAME"|"BP_LEVEL"|"BP_LIFECYCLE"
"10827029660564895833"|"B859BA96561C9641"|"AliseCoioImport"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"10863621407537805401"|"B859BA9E561C96C3"|"AliseFormulaCard"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"10909501828742035545"|"B859BAA4561C9766"|"AliseGcasDelivery"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"10946938000645077081"|"B859BAAC561C97EB"|"AliseInsight"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"10735550293132949593"|"B859BA87561C94FC"|"AliseLineProduction"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"10988314822222067801"|"B859BAB4561C987E"|"AliseLinx"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"11023780669288003673"|"B859BABA561C98FC"|"AliseLocation"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"11068253715608811609"|"B859BAC2561C999A"|"AliseMachine"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"11113852661836462169"|"B859BACA561C9A3C"|"AliseMenu"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"11204769079314987097"|"B859BAD9561C9B7F"|"AliseOPC"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"11159733083040757849"|"B859BAD1561C9ADF"|"AliseOmron"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"12278314640492771417"|"B859BB0C561CAA65"|"AliseProcess"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"12323350636766869593"|"B859BB12561CAB05"|"AliseProdotti"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"12366134833227413593"|"B859BB1A561CAB9D"|"AliseProductionControl"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"12414548529222105177"|"B859BB21561CAC49"|"AliseProductionMailManagement"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"12453955025962121305"|"B859BB29561CACD5"|"AliseQualityProduct"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"12496457747446020185"|"B859BB32561CAD6C"|"AliseSato"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"12544027018510645337"|"B859BB3A561CAE15"|"AliseScanner"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"12585403840087636057"|"B859BB42561CAEA8"|"AliseServer"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"12637758185756211289"|"B859BB48561CAF62"|"AliseSetupSQCD"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"12918388737539749977"|"B859BB76561CB347"|"AliseSizeColor"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"12685045981844191321"|"B859BB51561CB00A"|"AliseSupervisore"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"12731770827978618969"|"B859BB58561CB0B0"|"AliseUser"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"12772021749648701529"|"B859BB5F561CB13F"|"AliseUva"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"12816213320992733273"|"B859BB66561CB1DC"|"AliseZebra"|"Component"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"3598190310738495822"|"094E09D2570631EF"|"Allen-Bradley Ethernet Direct"|"Generic"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"12870256516521703513"|"B859BB6E561CB29C"|"AllineaPianoProduzione"|"Generic"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"3211162178819717079"|"F7D7F8B756FC2C90"|"Alltec Smart Job"|"Generic"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"6131742216497787952"|"F430FC9D530E5518"|"Alpha"|"Generic"|"Exception"|"7858309844970778319"|"2ECF3C70532B6D0E"|"Quality SOP Management"|""|""
"10975649217773231754"|"DE8AE4AA56CF9851"|"Altair"|"Generic"|"Leverage/Optimize"|"4607558751580635789"|"C28DCDB456453FF1"|"Conduct Physical Learning Program"|"L2"|"Leverage/Optimize"
"7556849261400521675"|"7BCB86F3525D68DF"|"Altair: HyperWorks Global"|"Generic"|"Leverage/Optimize"|"2057665621046192544"|"E9A0F8FD4BFA1C8E"|"Process Development (MOPD)"|"L3"|"Leverage/Optimize"
"7556849261400521675"|"7BCB86F3525D68DF"|"Altair: HyperWorks Global"|"Generic"|"Leverage/Optimize"|"564160429671642406"|"F526F6E84CEB07D4"|"Product & Package Design and Development"|"L3"|"Leverage/Optimize"
"98329974258479424"|"314032735697015D"|"Altfeld Aviso"|"Generic"|"Exception"|"134628346804477206"|"9D16A3FA4BC401DE"|"Operational Planning"|"L2"|"Leverage/Optimize"
"3539643379812030111"|"569F6D4256E6311F"|"AltiMap Topography XT"|"Generic"|"Leverage/Optimize"|"4607558751580635789"|"C28DCDB456453FF1"|"Conduct Physical Learning Program"|"L2"|"Leverage/Optimize"
"4520307330299078394"|"26FA3A125B913EBB"|"Amazon Connect Contact Center"|"Generic"|"Design/Build"|"4073592909030423487"|"FBBFFE4E4F2A3888"|"Workforce Collaboration and Productivity"|"L3"|"Undecided"
"6598999477672859430"|"D726DBAD5B0F5B94"|"Amazon Relational Database Service (RDS)"|"Generic"|"Discovery/Requ."|"20069770454340056"|"91D892A74D590047"|"IT Innovation"|"L3"|"Undecided"
"4323550436983905326"|"1C2E1CE956373C00"|"Ambassadors P&G Brazil"|"Generic"|"Launch/Deploy"|"314492253769803511"|"A6F7DE8F4D09045D"|"Consumer Engagement/CRM"|"L3.x"|"Undecided"
"17429870434078482058"|"DE8AF85456CFF1E3"|"American Dynamics"|"Generic"|"Leverage/Optimize"|"4607558751580635789"|"C28DCDB456453FF1"|"Conduct Physical Learning Program"|"L2"|"Leverage/Optimize"
"6295285833935909158"|"7126B34C591C575D"|"Americas GR/IR"|"Component"|"Leverage/Optimize"|"3403405907341148108"|"FFCC058853A42F3B"|"General Ledger Accounting"|"L3"|"Leverage/Optimize"
"672247612856555260"|"56FC656B4DA40954"|"Amex@Work"|"Generic"|"Leverage/Optimize"|"1052238311615452825"|"56995EE54D2B0E9A"|"Travel Services"|"L3"|"Leverage/Optimize"
"4311452966183083194"|"9CBA33255BA13BD5"|"Amigotchi"|"Generic"|"Qualify/Deliver"|"1187063596860851994"|"471A50B04C0D1079"|"Learning & Development"|"L3"|"Leverage/Optimize"
"4990083940026589967"|"A30FA4AA56E74540"|"Amira"|"Generic"|"Leverage/Optimize"|"4607558751580635789"|"C28DCDB456453FF1"|"Conduct Physical Learning Program"|"L2"|"Leverage/Optimize"
"1267013437803346103"|"38B73DEA56021195"|"Amplivox CA850 Series5"|"Generic"|"Leverage/Optimize"|"4548173512237382456"|"FB384DBF5BB63F1E"|"Medical"|""|""
"1335130818199002863"|"9EEFC36D56671287"|"AnalogX Atomic TimeSync"|"Generic"|"Exception"|"1607870628425690299"|"ECBB54184DD11650"|"Maintenance Standards &  Procedures"|""|""
"9071470830850174600"|"6E886F2456A87DE4"|"Analyse"|"Generic"|"Exception"|"973707868984425181"|"BADDDDD14E250D83"|"Maintenance Management Information System (Master Data/MMIS)"|""|""
"9071470830850174600"|"6E886F2456A87DE4"|"Analyse"|"Generic"|"Exception"|"789060283938945757"|"BADDCA8C4E250AF3"|"Production Execution"|""|""
"17491794928955219594"|"DE8AF85A56CFF2BF"|"Analysis Studio"|"Generic"|"Leverage/Optimize"|"4607558751580635789"|"C28DCDB456453FF1"|"Conduct Physical Learning Program"|"L2"|"Leverage/Optimize"
"167853444594502416"|"8B108B6155D10254"|"Analysis Tools (Ferramenta de Analise)"|"Generic"|"Exception"|"115769760148735162"|"C4BAC5654BFB019B"|"Human Capital Management"|"L1"|"Leverage/Optimize"
"6277471039692509"|"9EDD9F684D530016"|"Analytical - MicroCT Projects"|"Generic"|"Leverage/Optimize"|"592871348216173016"|"91D89BEE4D59083A"|"IT Operations"|"L3"|"Undecided"
"5053977288185873633"|"04E1053655914623"|"Anaplan (Trade Promotion Planning)"|"XOPlatform"|"Leverage/Optimize"|"219070875883340375"|"025709A94BCD030A"|"Customer Joint Business Planning"|"L3"|"Leverage/Optimize"
"5053977288185873633"|"04E1053655914623"|"Anaplan (Trade Promotion Planning)"|"XOPlatform"|"Leverage/Optimize"|"238211174325092951"|"02570B2D4BCD034E"|"Promotion and Event Management"|"L3"|"Leverage/Optimize"
"5053977288185873633"|"04E1053655914623"|"Anaplan (Trade Promotion Planning)"|"XOPlatform"|"Leverage/Optimize"|"332507096637784069"|"400554644D71049D"|"Strategic Selling Process"|"L3"|"Leverage/Optimize"
"5053977288185873633"|"04E1053655914623"|"Anaplan (Trade Promotion Planning)"|"XOPlatform"|"Leverage/Optimize"|"8529179977348701"|"765D76C64D3E001E"|"Trade Fund Management"|"L3"|"Leverage/Optimize"
"5243691422552622305"|"04E10903559148C5"|"Anaplan Config 1"|"XOApplication"|"Leverage/Optimize"|"219070875883340375"|"025709A94BCD030A"|"Customer Joint Business Planning"|"L3"|"Leverage/Optimize"
"5243691422552622305"|"04E10903559148C5"|"Anaplan Config 1"|"XOApplication"|"Leverage/Optimize"|"238211174325092951"|"02570B2D4BCD034E"|"Promotion and Event Management"|"L3"|"Leverage/Optimize"
"5243691422552622305"|"04E10903559148C5"|"Anaplan Config 1"|"XOApplication"|"Leverage/Optimize"|"332507096637784069"|"400554644D71049D"|"Strategic Selling Process"|"L3"|"Leverage/Optimize"
"5243691422552622305"|"04E10903559148C5"|"Anaplan Config 1"|"XOApplication"|"Leverage/Optimize"|"8529179977348701"|"765D76C64D3E001E"|"Trade Fund Management"|"L3"|"Leverage/Optimize"
"6503293591195392286"|"991EB54657105A40"|"Anaplan Config 1 Export Datahub"|"XOApplication"|"Leverage/Optimize"|"238211174325092951"|"02570B2D4BCD034E"|"Promotion and Event Management"|"L3"|"Leverage/Optimize"
"6503293591195392286"|"991EB54657105A40"|"Anaplan Config 1 Export Datahub"|"XOApplication"|"Leverage/Optimize"|"8529179977348701"|"765D76C64D3E001E"|"Trade Fund Management"|"L3"|"Leverage/Optimize"
"7069621244565952798"|"991EC2E85710621C"|"Anaplan Config 2"|"XOApplication"|"Leverage/Optimize"|"219070875883340375"|"025709A94BCD030A"|"Customer Joint Business Planning"|"L3"|"Leverage/Optimize"
"7069621244565952798"|"991EC2E85710621C"|"Anaplan Config 2"|"XOApplication"|"Leverage/Optimize"|"238211174325092951"|"02570B2D4BCD034E"|"Promotion and Event Management"|"L3"|"Leverage/Optimize"
"7069621244565952798"|"991EC2E85710621C"|"Anaplan Config 2"|"XOApplication"|"Leverage/Optimize"|"332507096637784069"|"400554644D71049D"|"Strategic Selling Process"|"L3"|"Leverage/Optimize"
"7069621244565952798"|"991EC2E85710621C"|"Anaplan Config 2"|"XOApplication"|"Leverage/Optimize"|"8529179977348701"|"765D76C64D3E001E"|"Trade Fund Management"|"L3"|"Leverage/Optimize"
"6519619139847493918"|"991EB57257105A7A"|"Anaplan Config 2 Export Datahub"|"XOApplication"|"Leverage/Optimize"|"238211174325092951"|"02570B2D4BCD034E"|"Promotion and Event Management"|"L3"|"Leverage/Optimize"
"6519619139847493918"|"991EB57257105A7A"|"Anaplan Config 2 Export Datahub"|"XOApplication"|"Leverage/Optimize"|"8529179977348701"|"765D76C64D3E001E"|"Trade Fund Management"|"L3"|"Leverage/Optimize"
"9679461884868875861"|"D655E08A5B4C8654"|"Anaplan Config 3"|"XOApplication"|"Discovery/Requ."|"219070875883340375"|"025709A94BCD030A"|"Customer Joint Business Planning"|"L3"|"Leverage/Optimize"
"9679461884868875861"|"D655E08A5B4C8654"|"Anaplan Config 3"|"XOApplication"|"Discovery/Requ."|"238211174325092951"|"02570B2D4BCD034E"|"Promotion and Event Management"|"L3"|"Leverage/Optimize"
"9679461884868875861"|"D655E08A5B4C8654"|"Anaplan Config 3"|"XOApplication"|"Discovery/Requ."|"332507096637784069"|"400554644D71049D"|"Strategic Selling Process"|"L3"|"Leverage/Optimize"
"9679461884868875861"|"D655E08A5B4C8654"|"Anaplan Config 3"|"XOApplication"|"Discovery/Requ."|"8529179977348701"|"765D76C64D3E001E"|"Trade Fund Management"|"L3"|"Leverage/Optimize"
"9791207450624054869"|"D655E09A5B4C87E1"|"Anaplan Config 3 Export Datahub"|"XOApplication"|"Discovery/Requ."|"238211174325092951"|"02570B2D4BCD034E"|"Promotion and Event Management"|"L3"|"Leverage/Optimize"
"9791207450624054869"|"D655E09A5B4C87E1"|"Anaplan Config 3 Export Datahub"|"XOApplication"|"Discovery/Requ."|"8529179977348701"|"765D76C64D3E001E"|"Trade Fund Management"|"L3"|"Leverage/Optimize"
"7178270585615980830"|"991EC5465710639E"|"Anaplan Connect"|"Component"|"Leverage/Optimize"|"238211174325092951"|"02570B2D4BCD034E"|"Promotion and Event Management"|"L3"|"Leverage/Optimize"
"7178270585615980830"|"991EC5465710639E"|"Anaplan Connect"|"Component"|"Leverage/Optimize"|"8529179977348701"|"765D76C64D3E001E"|"Trade Fund Management"|"L3"|"Leverage/Optimize"
"6486968042526447902"|"991EB41957105A06"|"Anaplan Global Import Datahub"|"XOApplication"|"Leverage/Optimize"|"238211174325092951"|"02570B2D4BCD034E"|"Promotion and Event Management"|"L3"|"Leverage/Optimize"
"6486968042526447902"|"991EB41957105A06"|"Anaplan Global Import Datahub"|"XOApplication"|"Leverage/Optimize"|"8529179977348701"|"765D76C64D3E001E"|"Trade Fund Management"|"L3"|"Leverage/Optimize"
"5067207008505319540"|"5074515455ED4652"|"Andisoft"|"Generic"|"Exception"|"1180591613733825723"|"ECBB51684DD11062"|"Laboratory Control"|""|""
"6433205313219450085"|"D4E5D59956255947"|"Annonce Palette"|"Generic"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"12710379930888724254"|"5F1E64E05734B064"|"Anronaut: unguided Transport vehicle System FTS/ TMS - FTF"|"Generic"|"Exception"|"8346383999590253442"|"C382CE94500673D4"|"Production Take-away"|""|""
"140551220765339968"|"31403277569701F3"|"Ansi 95"|"Generic"|"Exception"|"3282648335354285124"|"CC44CF514F442D8E"|"Material and Product Release"|""|""
"5959764640396361562"|"3F5A3FC2565D52B5"|"Anthea"|"Generic"|"Exception"|"1471636739683970235"|"ECBB53464DD1146C"|"Product & Package Design and Development"|"L3"|"Leverage/Optimize"
"1250406771594458318"|"74CE75A15655115A"|"Antonor Receptie"|"Generic"|"Exception"|"2101580814395681778"|"ABF2B4D4509D1D2A"|"Build to Gross"|""|""
"7555447195346179401"|"954995D4573168DA"|"Anwendung TcAmsRemoteMgr"|"Generic"|"Exception"|"973707868984425181"|"BADDDDD14E250D83"|"Maintenance Management Information System (Master Data/MMIS)"|""|""
"5894461902019338987"|"A2EBA3EF55DE51CD"|"Anybus Configuration Manager"|"Generic"|"Exception"|"973707868984425181"|"BADDDDD14E250D83"|"Maintenance Management Information System (Master Data/MMIS)"|""|""
"8847136737190805692"|"00BC039157FD7AC7"|"Aon Assessments"|"XOApplication"|"Leverage/Optimize"|"1451368600008214298"|"471A51A54C0D1424"|"Recruiting/Talent Supply"|"L3"|"Leverage/Optimize"
"2034593765453257335"|"DA77FC10543F1C3C"|"Aon Hewitt (https://was2.hewitt.com/portal/site/psp/)"|"Investigating"|"Undecided"|"3434924472179537521"|"B671C28E4D9B2FAB"|"Benefits and Pension Administration"|"L3"|"Leverage/Optimize"
"17928644194718753551"|"A30FB29456E7F8CF"|"Apogee Sentinel Applications"|"Generic"|"Leverage/Optimize"|"4607558751580635789"|"C28DCDB456453FF1"|"Conduct Physical Learning Program"|"L2"|"Leverage/Optimize"
"10067611362520307017"|"954997B557318BB7"|"App Node"|"Generic"|"Exception"|"973707868984425181"|"BADDDDD14E250D83"|"Maintenance Management Information System (Master Data/MMIS)"|""|""
"7544191732039208903"|"CFC7D1A25A6868B2"|"AppDynamics - PLM Enovia"|"Generic"|"Leverage/Optimize"|"6837116766752549130"|"290A8A2751795EE2"|"Artwork Execution"|"L3"|"Leverage/Optimize"
"7544191732039208903"|"CFC7D1A25A6868B2"|"AppDynamics - PLM Enovia"|"Generic"|"Leverage/Optimize"|"7530949774346111168"|"48C049354EEB6883"|"Claims Creation"|"L3"|"Leverage/Optimize"
"7544191732039208903"|"CFC7D1A25A6868B2"|"AppDynamics - PLM Enovia"|"Generic"|"Leverage/Optimize"|"1471636739683970235"|"ECBB53464DD1146C"|"Product & Package Design and Development"|"L3"|"Leverage/Optimize"
"6962380053850476972"|"D1AC4D0557C5609F"|"AppPulse for MEGA"|"Generic"|"Leverage/Optimize"|"570353350068310488"|"91D89B464D5907EA"|"Application Management"|"L3"|"Undecided"
"3812110862634963612"|"D29CD3C356A134E7"|"Application Server 2012R2"|"Generic"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"9159572498561330824"|"6E886F2F56A87F1D"|"Application Verifier"|"Generic"|"Exception"|"973707868984425181"|"BADDDDD14E250D83"|"Maintenance Management Information System (Master Data/MMIS)"|""|""
"8320214282724820761"|"C719C8F156CE7377"|"Applied Bio"|"Generic"|"Leverage/Optimize"|"4607558751580635789"|"C28DCDB456453FF1"|"Conduct Physical Learning Program"|"L2"|"Leverage/Optimize"
"552351434501183498"|"D80A049E58B407AA"|"Approval DB Production Instance"|"Instance"|"Exception"|"8990405614472898539"|"A7EBED5556457CC4"|"Documentation"|""|""
"17553719423831957130"|"DE8AF86056CFF39B"|"Aqulio"|"Generic"|"Leverage/Optimize"|"4607558751580635789"|"C28DCDB456453FF1"|"Conduct Physical Learning Program"|"L2"|"Leverage/Optimize"
"1172723551883192470"|"689669BB59DB1046"|"Aravo (VMD & TPRM) - EU"|"Generic"|"Leverage/Optimize"|"661551242556051928"|"91D89D454D59092E"|"Supplier Governance"|"L3"|"Undecided"
"4843154011485490496"|"CD40CF1956E94336"|"Aravo (VMD & TPRM) - US"|"Generic"|"Leverage/Optimize"|"661551242556051928"|"91D89D454D59092E"|"Supplier Governance"|"L3"|"Undecided"
"28794752711506152"|"B8E8CEC34CAC0066"|"Archer GRC"|"Platform"|"Leverage/Optimize"|"51595047129515567"|"062F08534D6C00B7"|"Compliance"|"L3"|"Undecided"
"2040503024971522337"|"A121AE8952B01C51"|"Archer GRC - Certifications"|"Generic"|"Launch/Deploy"|"51595047129515567"|"062F08534D6C00B7"|"Compliance"|"L3"|"Undecided"
"2040503024971522337"|"A121AE8952B01C51"|"Archer GRC - Certifications"|"Generic"|"Launch/Deploy"|"6725090301631041172"|"8E948F2451FF5D54"|"External Reporting and Compliance"|"L2"|"Leverage/Optimize"
"2040503024971522337"|"A121AE8952B01C51"|"Archer GRC - Certifications"|"Generic"|"Launch/Deploy"|"38084248244454959"|"062F08264D6C0087"|"Risk & Issue Management"|"L3"|"Undecided"
"4193230237584917167"|"02AF34AD58AF3A31"|"Archer GRC - Conflict of Interest"|"Generic"|"Leverage/Optimize"|"38084248244454959"|"062F08264D6C0087"|"Risk & Issue Management"|"L3"|"Undecided"
"1797308644978303265"|"A121A7AB52B018F1"|"Archer GRC - Incident Management"|"Generic"|"Launch/Deploy"|"38084248244454959"|"062F08264D6C0087"|"Risk & Issue Management"|"L3"|"Undecided"
"2087227871144223009"|"A121B0D852B01CF7"|"Archer GRC - Ticket Tool"|"Generic"|"Launch/Deploy"|"38084248244454959"|"062F08264D6C0087"|"Risk & Issue Management"|"L3"|"Undecided"
"217943863344361487"|"F00FFB9D4AC90306"|"ArchestrA System Platform"|"Generic"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"217943863344361487"|"F00FFB9D4AC90306"|"ArchestrA System Platform"|"Generic"|"Exception"|"973707868984425181"|"BADDDDD14E250D83"|"Maintenance Management Information System (Master Data/MMIS)"|""|""
"217943863344361487"|"F00FFB9D4AC90306"|"ArchestrA System Platform"|"Generic"|"Exception"|"789060283938945757"|"BADDCA8C4E250AF3"|"Production Execution"|""|""
"13350735173383070479"|"A30FABCF56E7B947"|"Area Balance"|"Generic"|"Leverage/Optimize"|"4607558751580635789"|"C28DCDB456453FF1"|"Conduct Physical Learning Program"|"L2"|"Leverage/Optimize"
"6321744481747038502"|"7126B351591C57BB"|"Argentina Funding"|"Component"|"Leverage/Optimize"|"9005044845768163874"|"4222927958937CF8"|"Cash Management (Global Treasury)"|"L3"|"Leverage/Optimize"
"6335536755605991718"|"7126B353591C57EC"|"Argentina SIRE"|"Component"|"Leverage/Optimize"|"3403405907341148108"|"FFCC058853A42F3B"|"General Ledger Accounting"|"L3"|"Leverage/Optimize"
"4509606045105787796"|"13941B7C56CE3E95"|"Argos for Employee Data Reporting"|"Generic"|"Sunset"|"203027003118765242"|"C4BAD0B44BFB02D1"|"Payroll"|"L3"|"Leverage/Optimize"
"17885014701636761689"|"B859BDB2561CF834"|"Ariostea Supervisore"|"Generic"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"4946455058361546527"|"F71F0B1256AB44A5"|"Arista ADM-1815BP"|"Generic"|"Exception"|"789060283938945757"|"BADDCA8C4E250AF3"|"Production Execution"|""|""
"6238709392928769468"|"85BC866959235694"|"Armado de Lotes"|"Generic"|"Leverage/Optimize"|"3266605119883222436"|"9DA4A01C500C2D55"|"Inventory Management"|""|""
"18198860172363735823"|"A30FB2BE56E7FC8F"|"Arpas"|"Generic"|"Leverage/Optimize"|"4607558751580635789"|"C28DCDB456453FF1"|"Conduct Physical Learning Program"|"L2"|"Leverage/Optimize"
"7596259200944708511"|"1B9F1E1A557F696B"|"Arrayent"|"XOPlatform"|"Sunset"|"20069770454340056"|"91D892A74D590047"|"IT Innovation"|"L3"|"Undecided"
"8414789874900191001"|"C719C8FA56CE74C7"|"Artec Studio"|"Generic"|"Leverage/Optimize"|"4607558751580635789"|"C28DCDB456453FF1"|"Conduct Physical Learning Program"|"L2"|"Leverage/Optimize"
"1687808892616346513"|"8B91D5244D3E176C"|"Artios CAD"|"Generic"|"Leverage/Optimize"|"4607558751580635789"|"C28DCDB456453FF1"|"Conduct Physical Learning Program"|"L2"|"Leverage/Optimize"
"1687808892616346513"|"8B91D5244D3E176C"|"Artios CAD"|"Generic"|"Leverage/Optimize"|"564160429671642406"|"F526F6E84CEB07D4"|"Product & Package Design and Development"|"L3"|"Leverage/Optimize"
"3264923054816513510"|"4DE6555256382D4F"|"Artswave (Cincinnati)"|"Abstract"|"Leverage/Optimize"|"203027003118765242"|"C4BAD0B44BFB02D1"|"Payroll"|"L3"|"Leverage/Optimize"
"6341729205093757222"|"7126B355591C5802"|"Asistente Libros GT"|"Component"|"Leverage/Optimize"|"3403405907341148108"|"FFCC058853A42F3B"|"General Ledger Accounting"|"L3"|"Leverage/Optimize"
"8577763404727755201"|"A1C1A224565E770A"|"Aspen InfoPlus 21"|"Generic"|"Leverage/Optimize"|"789060283938945757"|"BADDCA8C4E250AF3"|"Production Execution"|""|""
"6053782844656326020"|"158443185B6C5403"|"AspireHR_Ceridian"|"Generic"|"Leverage/Optimize"|"203027003118765242"|"C4BAD0B44BFB02D1"|"Payroll"|"L3"|"Leverage/Optimize"
"9308190369331802387"|"F113F1BB55D2812D"|"Assist Control"|"Generic"|"Exception"|"115769760148735162"|"C4BAC5654BFB019B"|"Human Capital Management"|"L1"|"Leverage/Optimize"
"9986546228747521531"|"4DFB518356E28A97"|"Astra"|"Generic"|"Leverage/Optimize"|"4607558751580635789"|"C28DCDB456453FF1"|"Conduct Physical Learning Program"|"L2"|"Leverage/Optimize"
"7190373994483623396"|"25E43F67570D63C9"|"Asure Smartview RoomFinder"|"Generic"|"Leverage/Optimize"|"7404469312772510"|"599E5B234E53001A"|"Facilities Management"|"L3"|"Undecided"
"5008379553238284063"|"F71F0B1856AB4581"|"Atlas Copco Elektronikon"|"Generic"|"Exception"|"789060283938945757"|"BADDCA8C4E250AF3"|"Production Execution"|""|""
"5913876378938231611"|"CB3BCC2F4F3B5212"|"Atlas For Domestic Relocation"|"XOApplication"|"Leverage/Optimize"|"106764877854482330"|"1F9A3B014E17017B"|"Relocation Services"|"L3"|"Leverage/Optimize"
"6417721066022670395"|"903B97D2534E5910"|"Atlas For International Relocation"|"XOApplication"|"Leverage/Optimize"|"106764877854482330"|"1F9A3B014E17017B"|"Relocation Services"|"L3"|"Leverage/Optimize"
"6779984671927552825"|"CB3920D558235E17"|"Atlassian JIRA cloud"|"XOApplication"|"Discovery/Requ."|"134067891893276011"|"8D6B90154E0901DC"|"Project Management"|"L3.x"|"Undecided"
"10022852688014480405"|"1415992C536A8B18"|"Atomic Absorption"|"Generic"|"Leverage/Optimize"|"1180591613733825723"|"ECBB51684DD11062"|"Laboratory Control"|""|""
"3646317897901874508"|"1D4C229752CF329A"|"Audit"|"Generic"|"Leverage/Optimize"|"125622653609724496"|"4A504C264D2301BE"|"Customer In Store Execution"|"L3"|"Leverage/Optimize"
"2792885285105865156"|"91C49526525E26C2"|"Audit China (3rd p)"|"Generic"|"Leverage/Optimize"|"125622653609724496"|"4A504C264D2301BE"|"Customer In Store Execution"|"L3"|"Leverage/Optimize"
"463957770770277673"|"6529658B4F220670"|"Audit Management"|"Generic"|"Launch/Deploy"|"38084248244454959"|"062F08264D6C0087"|"Risk & Issue Management"|"L3"|"Undecided"
"6348484604534878502"|"7126B356591C581A"|"Audit Report"|"Component"|"Leverage/Optimize"|"3403405907341148108"|"FFCC058853A42F3B"|"General Ledger Accounting"|"L3"|"Leverage/Optimize"
"6354677054022644006"|"7126B358591C5830"|"Audit Tool Brazil"|"Component"|"Leverage/Optimize"|"3403405907341148108"|"FFCC058853A42F3B"|"General Ledger Accounting"|"L3"|"Leverage/Optimize"
"6361995403417186598"|"7126B359591C584A"|"Audit Tool LA"|"Component"|"Leverage/Optimize"|"3403405907341148108"|"FFCC058853A42F3B"|"General Ledger Accounting"|"L3"|"Leverage/Optimize"
"2884649531036402761"|"044906EC55772808"|"Audit+Order China (Distr)"|"VirtualPackage"|"Leverage/Optimize"|"125622653609724496"|"4A504C264D2301BE"|"Customer In Store Execution"|"L3"|"Leverage/Optimize"
"6368187852904886566"|"7126B35A591C5860"|"AuditTool Front Office BR"|"Component"|"Leverage/Optimize"|"3403405907341148108"|"FFCC058853A42F3B"|"General Ledger Accounting"|"L3"|"Leverage/Optimize"
"6374661777369297190"|"7126B35B591C5877"|"AuditTool Front Office LA"|"Component"|"Leverage/Optimize"|"3403405907341148108"|"FFCC058853A42F3B"|"General Ledger Accounting"|"L3"|"Leverage/Optimize"
"6867520169330560179"|"4CB354C755355F4E"|"Audits"|"Generic"|"Exception"|"789060283938945757"|"BADDCA8C4E250AF3"|"Production Execution"|""|""
