pending_change_c,count
CHAPP0046504,1
CHAPP0057790,1
CHAPP0054333,1
CHAPP0052276,1
CHAPP0051086,1
CHAPP0054525,1
CHAPP0047870,1
CHAPP0059401,1
CHAPP0054735,1
RA 1664,1
TIX00431215,2
A new service now ticket has been create,1
CHAPP0059465,1
CHG0012934,1
CHAPP0048014,1
CHAPP0048729,1
CHAPP0049066,1
CHAPP0048557,1
TIX00430337,1
CHAPP0055609,1
CHAPP0050650,1
CHAPP0046963,1
CHAPP0057711,1
CHAPP0051141,1
SLG1916533,1
CHAPP0058474,1
CHAPP0055910,1
CHAPP0046036,1
CHAPP0056833 ,1
CHAPP0053341,1
CHAPP0055702,1
TIX00532547,1
CHAPP0045446,1
CHAPP0055787,1
CHAPP0055242,1
CHAPP0054287,1
CHAPP0059701/CHAPP0059716,1
CHAPP0053994,1
CHAPP0045412,1
CHG0013292,1
CHAPP0058036,1
CHAPP0056455,1
CHAPP0055700,1
CHAPP0046073,1
CHAPP0059339,1
CHAPP0057977,1
CHAPP0052593,1
CHAPP0053141,1
CHAPP0054644,1
CHAPP0050512,1
CHAPP0046055,1
CHAPP0047168,1
53259,1
CHAPP0055725,1
Manual Security Update,1
CHAPP0055036,1
CHAPP0050069,1
CHAPP0055160 ,1
CHAPP0057158,1
CHAPP0053702,1
CHAPP0049640,1
CHAPP0050106,1
CHG0012959,1
CHAPP0054531,1
TIX00430579,1
CHAPP0058414,1
CHAPP0059554,2
CHAPP0052569,1
CHAPP0055722,1
CHAPP0055105,1
CHAPP0046452,1
CHAPP0051133,1
TIX00336275,1
CHAPP0056611,1
CHAPP0053838,1
 1944517 ,1
CHAPP0057492,1
CHAPP0046905,1
TIX00413638,1
TIX00511196,1
CHG0012284,1
chapp0047260,1
CHAPP0052508,1
CHAPP0057552,1
CHAPP0053849,1
CHAPP0058476,1
CHAPP0053917,1
CHAPP0053595,1
CHAPP0048520,1
CHAPP0046068,1
CHAPP0048079,1
CHAPP0050309,1
CHAPP0050740,1
CHAPP0047504,1
CHAPP0050373,1
CHG0014412,1
CHAPP0054088,1
CHAPP0056893,1
CHAPP0048098,1
CHAPP0057827,1
CHAPP0050490,1
CHAPP0054944,1
CHG0012855,1
CHAPP0045214,1
CHAPP0051028,1
TIX00438157,1
CHAPP0048915,1
CHAPP0050667,1
CHAPP0055525,1
CHAPP0049325,1
TIX00418675,1
CHAPP0046964,1
CHAPP0053797,1
TIX00420838,1
CHAPP0053391,1
CHAPP0055464,1
CHAPP0049279,1
CHAPP0058818,1
CHAPP0056056,2
CHAPP0057180,1
CHAPP0054256,1
CHAPP0058982,1
CHAPP0048677,1
CHAPP0055802,1
CHAPP0059758,1
CHAPP0049222,1
CHAPP0054636,1
CHAPP0059724,1
CHAPP0059795,1
CHAPP0048199,1
CHAPP0053163,1
CHAPP0059683,1
CHAPP0047886,1
CHAPP0059638,1
CHAPP0059596,1
CHAPP0055455,1
CHAPP0055906,1
CHAPP0052409,1
CHAPP0057883,1
CHAPP0054404,1
CHAPP0058553,1
TIX00450938,1
CHAPP0050154,1
CHAPP0048531,1
CHAPP0054833,1
CHAPP0051226,1
CHAPP0053518,1
CHAPP0048763,1
CHAPP0053492,1
CHAPP0054359,1
CHAPP0047042,1
Manual Removal,2
CHAPP0057589,1
CHAPP0047142,1
CHAPP0058340,2
CHAPP0053795,1
TIX00419178,1
CHAPP0049046,1
TIX00511934,1
CHAPP0057296,1
CHAPP0058571,1
CHAPP0057579,1
TIX00410980,1
CHAPP0049285,1
CHAPP0051207,1
CHAPP0055603,1
CHAPP0055928,1
CHAPP0056568,1
CHAPP0057851,1
CHAPP0057971,1
CHAPP0049930,1
CHAPP0057313,1
CHAPP0049559,1
CHAPP0055201,1
CHAPP0051849,1
CHAPP0048631,1
CHAPP0046939,1
CHAPP0053385,1
CHAPP0049341,1
CHAPP0052629,2
CHAPP0054377,1
CHAPP0057021,2
CHAPP0050540,1
CHAPP0054131,1
CHAPP0056283,1
CHAPP0049950,1
CHAPP0058410 ,1
CHAPP0058626,1
CHAPP0052475,1
CHAPP0053263,1
- CHAPP0057155,1
CHAPP0051256,1
CHAPP0048266,1
CHAPP0057233,1
CHAPP0057888,1
CHAPP0053014,1
CHAPP0058853,1
CHAPP0055205,1
CHAPP0059390,1
TIX00507134,1
CHAPP0053607,1
CHAPP0057017,1
CHAPP0059830,1
CHAPP0049024,1
Far,1
TIX00532765,1
Pending,2
CHAPP0053523,1
CHAPP0059825,1
CHAPP0052639,1
CHAPP0056313,1
CHAPP0050371,1
CHAPP0045286,1
CHAPP0058184,1
54349,1
CHAPP0050957,1
CHAPP0046001,1
CHAPP0053172,1
CHAPP0054195,1
CHAPP0050983,1
CHAPP0050979,1
CHAPP0056452,1
CHAPP0058862,1
CHAPP0056500,1
CHAPP0050674,1
CHAPP0058736,1
CHAPP0049436,1
CHAPP0053226,1
54945,1
CHAPP0049752,1
CHAPP0045061,1
CHAPP0058063,1
CHAPP0058615,1
CHAPP0047816,1
CHAPP0048676,1
TIX00544508,1
CHAPP0046480,1
CHAPP0058345,1
CHAPP0058220,1
TIX00424963,1
CHAPP0059735,1
CHG0014484,1
CHAPP0057545,1
CHAPP0046825,1
CHAPP0053279,2
CHAPP0046473,1
CHAPP0056666,1
CHAPP0048282,1
CHAPP0056071,1
CHAPP0046042,1
CHAPP0045275,1
CHAPP0055159,1
CHAPP0049749,1
CHAPP0046583,1
CHAPP0056115,1
CHAPP0046785,1
CHAPP0045540,1
CHAPP0056184	,1
CHAPP0058876,1
CHAPP0056415,1
CHAPP0055793,1
CHAPP0057460,1
CHAPP0055670,1
CHAPP0050446,1
CHAPP0059137,1
CHAPP0054498,1
CHAPP0045343,1
CHAPP0046431,1
CHAPP0059444,6
CHAPP0052455,1
CHAPP0051664,1
CHAPP0059181,1
CHAPP0057677,1
CHAPP0058977,1
CHAPP0056548,9
CHAPP0057177,4
CHAPP0058017,1
CHAPP0057287,1
CHAPP0058544,1
CHAPP0056878,1
CHAPP0056099,1
CHAPP0056263,1
0052065,1
CHAPP0055567,1
CHAPP0048393,1
CHAPP0055951,1
CHAPP0057766,1
CHAPP0052291,1
CHAPP0057134,1
CHG0012276,1
CHAPP0053239,1
CHAPP0047028,2
CHAPP005642,1
CHAPP0057063,1
CHAPP0052017,1
TIX00549432,1
CHAPP0045866,1
CHAPP0055420,1
CHAPP0046611 & CHAPP0046625,1
CHAPP0045554,1
CHAPP0053364,1
Migration,1
CHAPP0055442,1
CHAPP0052731,1
CHAPP0058200,1
CHAPP0059800,1
CHAPP0051130,1
CHAPP0050997,1
CHAPP0051503,1
CHAPP0059153,1
CHAPP0046766,1
Build freeze,2
CHAPP0053327,1
CHAPP0055748,1
CHAPP0048699,1
CHAPP0058534,1
CHAPP0056405,1
CHAPP0051277,1
CHAPP0055678,1
CHAPP0058182,1
CHAPP0056435,1
CHAPP0045213,1
CHAPP0049209 ,1
CHAPP0054408,1
CHAPP0052369,1
CHAPP0046361,1
CHAPP0058718,1
CHAPP0050501,1
CHAPP0046222,1
CHAPP0049415,1
CHAPP0047998,1
CHAPP0045152,1
CHAPP0055856,1
CHAPP0048269,1
CHAPP0050036,1
CHAPP0056099 / CHAPP0056227,1
CHAPP0051260,1
CHAPP0055140,1
CHG0012579,1
CHAPP0048764,1
CHAPP0050426,1
CHAPP0059036,1
0051329,1
45906,1
CHAPP0057329,1
CHAPP0054923,1
TIX00439097,1
CHAPP0057094,1
CHAPP0048280,1
CHAPP0055957,1
CHAPP0053392,1
CHAPP0049266,1
CHAPP0053217,1
CHAPP0056533,1
CHAPP0051581,1
CHAPP0048157,3
CHAPP0055170,1
CHAPP0048952,1
CHAPP0054995,1
CHAPP0047107,1
CHAPP0046567,1
CHAPP0053621,1
CHAPP0047419,1
CHAPP0054905,1
CHAPP0056511,1
CHAPP0058215,1
CHAPP0055229,1
CHAPP0056419,1
CHAPP0046605,1
CHAPP0053373,1
CHAPP0049387,1
SLG2129554 ,1
CHAPP0055405,1
CHAPP0047442,2
CHAPP0049168,1
CHAPP0059456,2
CHAPP0056255,1
TIX00529501,1
CHAPP0057933,1
CHAPP0053699,1
CHAPP0057335,1
CHG0013630,1
CHAPP0046126,2
CHAPP0050428,1
CHAPP0054799,1
CHAPP0057163,1
CHAPP0047700,1
CHAPP0048425,1
CHAPP0050229,1
CHAPP0056652,1
CHAPP0046716,1
0049525,1
CHAPP0055807,1
npr 451,1
CHAPP0045698,1
CHAPP0054192,1
54725,1
CHAPP0058081,1
RA 1790,2
CHAPP0053119,1
CHAPP0050195,1
CHAPP0053017,1
CHAPP0052532,1
CHAPP0057941,1
CHAPP0056457,1
CHAPP0047304,1
CHAPP0051391,1
CHAPP0053723,1
TIX00434575,1
CHAPP0055620,1
TIX00505307,1
CHAPP0048004,1
CHAPP0055761,1
- CHAPP0056697,1
CHAPP0057268,1
CHAPP0057707,1
CHAPP0048558,1
CHAPP0054869,1
CHAPP0058816,1
CHAPP0058720,1
CHAPP0051216,2
CHG0013538,1
CHAPP0045958,1
CHAPP0048772,1
chapp0051642,1
CHAPP0052394,1
CHAPP0054186,1
CHAPP0057953,1
CHAPP0059715,1
CHAPP0058684,1
CHAPP0045764,1
CHAPP0056097,1
CHAPP0051671,1
CHAPP0053729,1
CHG0012687,1
CHAPP0054969,1
CHAPP0055552,1
CHAPP0058503,1
CHAPP0048940,1
CHAPP0049059,2
CHAPP0051650,1
CHAPP0054971,1
CHAPP0054911,1
TIX00529679,1
CHAPP0050616,1
CHAPP0057963,1
CHAPP0047014,1
CHAPP0047921,1
CHAPP0055563,1
CHAPP0050365,1
CHAPP0057785,1
CHAPP0047478,1
CHAPP0046121,1
CHAPP0047174,1
CHAPP0054379,1
Build  freeze,1
CHAPP0051140,1
CHAPP0054087,1
CHAPP0053406,1
CHAPP0059464,1
CHAPP0048426,1
CHAPP0049400,1
CHAPP0046295,1
CHAPP0055894,1
CHAPP0046557,1
CHAPP0054317,1
CHAPP0053182 ,1
CHAPP0059630,1
CHAPP0058744,1
CHAPP0049057,1
CHAPP0056215,1
CHAPP0051389,1
CHAPP0050015,1
CHAPP0059407,1
CHAPP0046817,1
TIX00431138,1
CHAPP0053149,1
CHAPP0045734,1
CHAPP,1
CHAPP0051734,1
CHAPP0050719,1
CHAPP0056196,1
CHAPP0046668,1
Temporary Manual,1
CHAPP0055329,1
CHAPP0054935,1
CHAPP0051509,1
CHAPP0050780,1
TIX00449204,1
CHAPP0046989,1
CHAPP0057356,1
CHAPP0046039,1
CHAPP0048003,1
CHAPP0055903,1
CHAPP0045891,1
CHAPP0057747,1
CHAPP0056712 / CHAPP0056854,1
CHAPP0046552,1
CHAPP0047357,1
CHG0014786,1
CHAPP0057705,1
53257,1
CHAPP0053902,1
CHAPP0056930,1
CHAPP0052553,1
CHAPP0046956,1
CHAPP0051103,1
CHAPP0048476,1
CHAPP0057689,1
CHAPP0053120,1
CHAPP0050021,1
CHAPP0053089,1
CHAPP0047701,1
CHAPP0049134,1
CHAPP0048034,1
CHAPP0052650,1
TIX00444994,1
CHAPP0053814,1
CHAPP0059141,1
CHAPP0054545,1
CHAPP0047762,1
CHAPP0054515,1
CHAPP0054449,1
CHAPP0050848,1
CHAPP0049581,1
CHAPP0055377,1
CHAPP0055536,1
CHAPP0054966,1
TIX00431238,1
CHAPP0052962,1
CHAPP0056543,1
CHAPP0045162,1
CHAPP0052243,1
CHAPP0055367,1
CHAPP0046752,1
CHAPP0055570,1
CHAPP0058726,1
CHAPP0050383,1
CHG0012277,1
CHAPP0047561,1
CHAPP0053374,1
CHAPP0058408,1
SLG:2040812,1
CHAPP0053448,1
CHAPP0055248,1
CHAPP0052776,1
CHAPP0057167,1
CHAPP0055975,1
CHAPP0047827,1
CHAPP0049003,1
CHAPP0057463,1
CHAPP0057304,1
CHAPP0050378,1
CHAPP0057920,1
CHAPP0058514,1
CHAPP0045133,1
CHAPP0055257,1
CHAPP0054153,1
CHAPP0051027,1
CHG0013306,1
CHAPP0055270,1
CHAPP0055110,1
CHAPP0049511,1
CHAPP0054122,1
CHAPP0058572,1
CHAPP0059567,1
CHAPP0049849,1
CHAPP0057477,1
CHAPP0045760,1
CHAPP0058599,1
CHAPP0049911,1
CHAPP0059658,1
CHAPP0058507,1
CHAPP0050361,1
CHAPP0054160,1
RITM0130226,1
CHAPP0053118,1
CHAPP0055057,1
CHAPP0055528,1
CHAPP0054289,1
CHAPP0059823,1
CHAPP0047567,1
CHAPP0049655,1
CHAPP0053618,1
CHAPP0046290,2
CHAPP0059811,1
CHAPP0050614,1
CHAPP0046189,1
CHAPP0052831,1
CHAPP0057822,4
CHAPP0049759,2
CHAPP0046059,1
CHAPP0056484,1
CHAPP0053398,1
CHAPP0049990,1
CHAPP0058341,5
CHAPP0051792 and CHAPP0051793,1
CHAPP0057419,5
CHAPP0052296,1
CHAPP0048356,1
CHAPP0048660,1
CHAPP0045095,1
CHAPP0052928,1
CHAPP0059257,1
CHAPP0046572,1
CHAPP0049111,1
CHAPP0058404,1
CHAPP0052482,1
CHAPP0054330,7
CHAPP0050187,1
CHAPP0049580,1
CHAPP0045644,1
CHAPP0053160,2
CHAPP0047170,1
RA1826 Installation,1
CHAPP0049444,1
CHAPP0055495,1
CHAPP0046653,1
CHAPP0046644,1
CHAPP0053820,1
CHAPP0049560,1
CHAPP0054248,1
CHAPP0059832,1
CHAPP0053794,1
CHAPP0055826,1
CHAPP0051402,1
CHAPP0053665,1
CHAPP0047680,1
CHAPP0055239,1
Temporary Change,1
CHAPP0050067,1
CHAPP0048624,1
CHAPP0045236,1
CHG0012916,1
TIX00501710,1
TIX00531261,1
CHAPP0053311,1
CHAPP0059271,1
CHAPP0059388,1
CHAPP0058086,1
CHAPP0053620,1
CHAPP0047927,1
CHAPP0056981,1
CHAPP0047249,1
CHAPP0056947,1
CHAPP0045680,1
CHAPP0054224,1
CHAPP0049571,1
CHAPP0046646,1
CHAPP0059432,1
CHAPP0056998,1
CHAPP0055706,1
CHAPP0053695,1
CHAPP0046858,1
CHAPP0051743,2
CHAPP0055040,1
CHAPP0050753,1
CHAPP0048500,1
CHAPP0052338,1
CHAPP0045781,1
CHAPP0047257,1
CHAPP0059096,2
CHAPP0049104,1
CHAPP0059428,1
CHAPP0051522,1
CHAPP0054412 ,1
CHAPP0051652,1
CHAPP0048442,1
CHAPP0052219,1
CHAPP0045520,2
CHAPP0045963,1
CHAPP0055169,1
CHAPP0056139,2
CHAPP0052860,1
CHAPP0052347,3
CHAPP0059713,1
CHAPP0055908,1
CHAPP0049598,1
CHAPP0058887,1
CHAPP0047720,1
TIX00528069,1
CHAPP0057246,1
CHAPP0053608,1
CHAPP0046118,1
CHG0012933,1
CHAPP0050618,1
CHAPP0055777,1
CHAPP0055427,1
CHAPP0048259,1
CHAPP0047736,1
CHAPP0056743,1
Epic #: 1935614,1
CHAPP0046822,1
CHAPP0047490,1
CHAPP0048188,1
CHAPP0054343,1
CHAPP0045310,1
CHAPP0051042,1
TIX00450118,1
CHAPP0055267,1
CHAPP0046524,1
CHAPP0046958,1
CHAPP0059126,1
CHAPP0056234,1
CHAPP0057732,1
CHAPP0052737,1
CHAPP0058185,1
CHAPP0048665,1
CHAPP051668,1
CHAPP0059170,1
CHAPP0051062,1
CHAPP0056631,1
CHAPP0053487,1
CHAPP0049419,1
CHAPP0046323,1
CHAPP0049047,1
CHAPP0051640,1
CHAPP0058467,1
CHAPP0051015,1
54649,1
51323,1
In progress,2
TIX00439136,1
CHAPP0055721,1
CHAPP0051705,1
CHAPP0052427,1
CHAPP0057113,1
CHAPP0055674,1
CHAPP0047009,1
TIX00438307	,1
CHAPP0054614,1
CHAPP0046709,1
CHAPP0055133,1
CHAPP0048505,1
CHAPP0055641,1
CHAPP0055107,1
CHAPP0054556,1
CHAPP0046940,2
CHAPP0048518,1
CHAPP0055007,1
CHAPP0050498,1
CHAPP0047426,1
CHAPP0046986,1
CHAPP0057091,1
CHAPP0048227,1
CHAPP0059086,1
CHAPP0048402,1
CHAPP0049838,1
CHAPP0055219,2
CHAPP0050264,1
TIX00501925,1
CHAPP0054492,1
CHAPP0045135,1
CHAPP0057209,1
CHAPP0049861,1
CHAPP0054629,1
CHAPP0055730,2
CHAPP0052782,1
CHAPP0047686,2
CHAPP0051083,1
CHAPP0050362,1
CHAPP0055931,1
CHAPP0053682,1
CHAPP0049052,1
TIX00420805,1
CHAPP0048731,1
CHAPP0049693,1
CHAPP0052443,1
CHAP0056043,1
CHAPP0049465,1
CHAPP0059829,1
CHAPP0056869,1
CHAPP0057985,1
CHAPP0053286,1
CHAPP0053121,1
CHAPP0059213,1
CHAPP0057443,1
WOTSK0321748,1
54728,1
CHAPP0059442,1
CHAPP0045684,1
CHAPP0056392,1
CHAPP0046971,1
CHAPP0047237,1
CHAPP0051737,1
CHAPP0059351,1
CHAPP0053372,1
CHAPP0052134,1
CHAPP0053215,1
CHAPP0056628,1
CHAPP0051735,1
"Update, as needed",1
CHAPP0053309,1
TIX00444016,1
CHAPP0047970,1
CHAPP0053185,1
CHAPP0059430,1
CHAPP0052354,1
CHAPP0057130,1
CHG0013544,1
TIX00439630,1
CHAPP0052175,1
SLG1943071 ,1
CHAPP0047814,1
CHAPP0053244,1
CHAPP0048100,1
TIX00450120,1
CHAPP0054505,1
TIX00556277,1
CHAPP0049804,1
CHAPP0045257,1
CHAPP0049200,1
CHAPP0057607,1
CHG0013379,1
CHAPP0056864,1
CHAPP0057173,1
CHAPP0045965,1
CHAPP0047491,1
CHAPP0059415,1
 CHAPP0056066,1
CHAPP0046142,1
CHAPP0050696,1
CHAPP0058018,1
0046475,1
CHAPP0054020,1
CHAPP0049764,1
CHAPP0056222,1
CHAPP0049812,1
CHAPP0049189,1
CHAPP0055017,1
CHAPP0046896,1
CHAPP0046657,1
TIX00526363,1
CHAPP0058989,1
CHAPP0049083,1
TIX00444968,1
CHAPP0045268,1
CHAPP0056729,1
CHAPP0052646,1
CHAPP0059280,1
CHAPP0047819,1
CHAPP0057889,1
CHAPP0056549,1
CHAPP0053571,1
CHAPP0046869,1
TIX00548318,1
CHAPP0046320 ,1

